Beginn	BE	Cap	B-BEGIN
)	EBRACKET	NoCap	B-EBRACKET

(	BBRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

gab	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
fünf	PAR	NoCap	I-PARAGRAPH
Fraktionen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
jetzt	PAR	NoCap	B-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
vier	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
geschafft	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Rechte	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Deutschen	PAR	Cap	I-PARAGRAPH
Bundestages	PAR	Cap	I-PARAGRAPH
gegenüber	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
gemeinsamen	PAR	NoCap	I-PARAGRAPH
Anstrengung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
verbunden	PAR	NoCap	B-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
Kompromiss	PAR	Cap	I-PARAGRAPH
imRahmen	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Begleitgesetzen	PAR	Cap	I-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
EUZBBG	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zu	PAR	NoCap	B-PARAGRAPH
regeln	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
sollten	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
gemeinsam	PAR	NoCap	I-PARAGRAPH
nutzen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
egal	PAR	NoCap	B-PARAGRAPH
wer	PAR	NoCap	I-PARAGRAPH
aktuelldie	PAR	NoCap	I-PARAGRAPH
Regierungs-	PAR	Cap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Oppositionsrolle	PAR	Cap	I-PARAGRAPH
innehat	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Bezogen	PAR	Cap	B-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Arbeitsprogramm	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
heißt	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
konkret	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Ja	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
drängen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Programm	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Ausbildung	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Beschäftigung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
auf	PAR	NoCap	B-PARAGRAPH
Qualifikation	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Weiterbildung	PAR	Cap	I-PARAGRAPH
ausgerichtet	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Das	PAR	Cap	B-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Mittelpunkt	PAR	Cap	I-PARAGRAPH
stehen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ziel	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
soziales	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Beschäftigung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Arbeitnehmerinnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Arbeitnehmer	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Chancen	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Jugend	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
istunser	PAR	NoCap	I-PARAGRAPH
Anliegen	PAR	Cap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
Sozialdemokratinnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Sozialdemokraten	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
–	PAR	NoCap	B-PARAGRAPH
Alexander	NAME	Cap	B-NAME
Ulrich	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Ist	PAR	Cap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Deshalb	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Koalitionsvertrag	PAR	Cap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
konkrete	PAR	NoCap	I-PARAGRAPH
Selbstverpflichtung	PAR	Cap	I-PARAGRAPH
auferlegt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
lautet	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Wir	PAR	Cap	B-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
deutsch-griechisches	PAR	NoCap	I-PARAGRAPH
Jugendwerk	PAR	Cap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Vorbild	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Deutsch-Französischen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Deutsch-Polnischen	PAR	Cap	I-PARAGRAPH
Jugendwerkes	PAR	Cap	I-PARAGRAPH
schaffen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
wirklich	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Innovation	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
erwarte	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
Anstrengungen	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
zügige	PAR	NoCap	I-PARAGRAPH
Umsetzung	PAR	Cap	I-PARAGRAPH
unternimmt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Hier	PAR	Cap	B-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
praktischesZeichen	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Solidarität	PAR	Cap	I-PARAGRAPH
gesetzt	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
darüber	PAR	NoCap	I-PARAGRAPH
geredet	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
unser	PAR	NoCap	I-PARAGRAPH
gemeinsames	PAR	NoCap	I-PARAGRAPH
Interesse	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Wir	PAR	Cap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
kritischen	PAR	NoCap	I-PARAGRAPH
Bewusstsein	PAR	Cap	I-PARAGRAPH
dessen	PAR	NoCap	I-PARAGRAPH
tun	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
erreicht	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
was	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
erreicht	PAR	NoCap	I-PARAGRAPH
worden	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
erreicht	PAR	NoCap	I-PARAGRAPH
worden	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Lettland	PAR	Cap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Land	PAR	Cap	B-PARAGRAPH
Mitglied	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Euro-Zone	PAR	Cap	I-PARAGRAPH
geworden	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
deshalb	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
wichtig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
weil	PAR	NoCap	B-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
einigen	PAR	NoCap	I-PARAGRAPH
Jahren	TIME	Cap	B-TIME
viele	PAR	NoCap	B-PARAGRAPH
Menschen	PAR	Cap	I-PARAGRAPH
behauptet	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
am	PAR	NoCap	I-PARAGRAPH
31	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Dezember	PAR	Cap	B-PARAGRAPH
2011	NUM	NoCap	B-NUMBER
,	DOT	NoCap	B-DOT
2012	NUM	NoCap	B-NUMBER
oder	PAR	NoCap	B-PARAGRAPH
2013	NUM	NoCap	B-NUMBER
die	PAR	NoCap	B-PARAGRAPH
Euro-Zone	PAR	Cap	I-PARAGRAPH
zusammenbrechen	PAR	NoCap	I-PARAGRAPH
werde	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
Zukunft	PAR	Cap	I-PARAGRAPH
habe	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
nationalen	PAR	NoCap	I-PARAGRAPH
Währungen	PAR	Cap	I-PARAGRAPH
zurückkommen	PAR	NoCap	I-PARAGRAPH
würden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
praktizieren	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Gegenteil	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
indemwir	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
tatsächlich	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
Währungsgemeinschaft	PAR	Cap	I-PARAGRAPH
ausbauen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Diese	PAR	Cap	B-PARAGRAPH
funktioniert	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
gleichzeitig	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Sozialgemeinschaft	PAR	Cap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
derSache	PAR	NoCap	I-PARAGRAPH
her	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Zustimmung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bürgerinnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Bürger	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Abg	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Gunther	NAME	Cap	B-NAME
Krichbaum	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Deshalb	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
wichtig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
Parteienfamilien	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Europawahl	PAR	Cap	I-PARAGRAPH
aufstellen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
finde	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
europaweit	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Rahmen	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Onlineabstimmungen	PAR	Cap	I-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
Neues	PAR	Cap	I-PARAGRAPH
ausprobieren	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
dabeinatürlich	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Mühen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Ebene	PAR	Cap	I-PARAGRAPH
erleben	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
finde	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Mühen	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
höherer	PAR	NoCap	I-PARAGRAPH
Ebene	PAR	Cap	I-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Suche	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
EVP	PAR	Cap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
Spitzenkandidaten	PAR	Cap	I-PARAGRAPH
bzw	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
einer	PAR	NoCap	B-PARAGRAPH
Spitzenkandidatin	PAR	Cap	I-PARAGRAPH
fortgesetzt	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
dokumentiert	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Wir	PAR	Cap	B-PARAGRAPH
rücken	PAR	NoCap	I-PARAGRAPH
davon	PAR	NoCap	I-PARAGRAPH
ab	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
letztendlich	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
zustimmt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Staats-	PAR	Cap	I-PARAGRAPH
undRegierungschefs	PAR	NoCap	I-PARAGRAPH
entschieden	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
und	PAR	NoCap	B-PARAGRAPH
kommen	PAR	NoCap	I-PARAGRAPH
dahin	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
seiner	PAR	NoCap	I-PARAGRAPH
Mitte	PAR	Cap	I-PARAGRAPH
aufgrund	PAR	NoCap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Wahlergebnisses	PAR	Cap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Kommissionspräsidenten	PAR	Cap	I-PARAGRAPH
wählt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
Sozialdemokraten	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
bekanntlich	PAR	NoCap	I-PARAGRAPH
vorgemacht	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Die	PAR	Cap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Linken	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
Programmentwurf	PAR	Cap	I-PARAGRAPH
vorgelegt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
zitiere	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Genehmigung	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Herrn	PAR	Cap	I-PARAGRAPH
Präsidenten	PRE	Cap	B-PRESIDENT
:	COL	NoCap	B-COLON

(	BBRACKET	NoCap	B-BBRACKET
Alexander	NAME	Cap	B-NAME
Ulrich	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Haben	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
genehmigt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Präsident	NAME	Cap	B-NAME
?	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Spätestens	PAR	Cap	B-PARAGRAPH
seit	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Vertrag	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Maastricht	PAR	Cap	I-PARAGRAPH
wurde	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
EU	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
neoliberalen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
militaristischen	PAR	NoCap	B-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
weithin	PAR	NoCap	I-PARAGRAPH
undemokratischen	PAR	NoCap	I-PARAGRAPH
Macht	PAR	Cap	I-PARAGRAPH
…	PAR	NoCap	I-PARAGRAPH

Für	PAR	Cap	B-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
vergessen	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
In	PAR	Cap	B-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
zentralen	PAR	NoCap	I-PARAGRAPH
Reformvertrag	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Maastricht	PAR	Cap	I-PARAGRAPH
wurden	PAR	NoCap	I-PARAGRAPH
1992	NUM	NoCap	B-NUMBER
nichtnur	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Chancen	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
sozialeres	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
aufgenommen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sondern	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
erstmals	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
modernenStaatsgeschichte	PAR	NoCap	I-PARAGRAPH
geschafft	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
nämlich	PAR	NoCap	I-PARAGRAPH
Demokratie	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Bürgerinnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Bürger	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
kommunaler	PAR	NoCap	I-PARAGRAPH
Ebene	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
egal	PAR	NoCap	B-PARAGRAPH
ob	PAR	NoCap	I-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
Griechenland	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Portugal	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Spanien	PAR	Cap	B-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
Frankreich	PAR	Cap	I-PARAGRAPH
stammen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
